candidate_id,pattern_text,pattern_type,frequency,chapter_count,confidence,guessed_category,suggested_regex,status
unknown_3223ba1150b2,如果我没,ngram,37,17,0.82,,如果我没,review
unknown_9eec5aee7339,己之前,ngram,37,17,0.82,,己之前,review
unknown_83b855df424c,殿之内,ngram,37,15,0.82,,殿之内,review
unknown_d664a6111016,洪荒之中,ngram,37,17,0.82,,洪荒之中,review
unknown_59f1d65a8437,甚至可,ngram,37,17,0.82,,甚至可,review
unknown_2c97e7bd71a0,自己之前,ngram,37,17,0.82,,自己之前,review
unknown_3fdb22afd2f6,虽然你,ngram,37,10,0.82,,虽然你,review
unknown_bf978da90761,虽然陈,ngram,37,24,0.82,,虽然陈,review
unknown_2c3b9d591166,不管不顾,ngram,36,21,0.818,,不管不顾,review
unknown_ca9d8135a62f,大地之上,ngram,36,13,0.818,,大地之上,review
unknown_804b96b35d0e,大殿之中,ngram,36,15,0.818,,大殿之中,review
unknown_c6d3dd702e2d,年之内,ngram,36,18,0.818,,年之内,review
unknown_4a5d462acf53,我来说,ngram,36,15,0.818,,我来说,review
unknown_4893683ba11b,竟然只,ngram,36,15,0.818,surprise,竟然只,review
unknown_c6c886f0660b,虽然他们,ngram,36,23,0.818,,虽然他们,review
unknown_16fdfa376929,虽然有些,ngram,36,25,0.818,,虽然有些,review
unknown_30079a89f92b,三天之后,ngram,35,10,0.816,,三天之后,review
unknown_21996744e9a7,丹之后,ngram,35,17,0.816,,丹之后,review
unknown_c82fe78d0b17,形之中,ngram,35,19,0.816,,形之中,review
unknown_d9740f63ab3f,无形之中,ngram,35,19,0.816,,无形之中,review
unknown_f360cf50a253,脑海之中,ngram,35,17,0.816,,脑海之中,review
unknown_ac6853d7abab,虽然自,ngram,35,26,0.816,,虽然自,review
unknown_572d6251d313,一旦有,ngram,34,18,0.814,,一旦有,review
unknown_f7774fa1429a,不久之后,ngram,34,18,0.814,,不久之后,review
unknown_4fc4cc45933a,中竟然,ngram,34,20,0.814,surprise,中竟然,review
unknown_0b621870ae1e,即便如此,ngram,34,26,0.814,,即便如此,review
unknown_6e245ca2327f,只要在,ngram,34,22,0.814,,只要在,review
unknown_529280a535f0,如果不是他,ngram,34,20,0.814,,如果不是他,review
unknown_039c4d8692a3,如果她,ngram,34,15,0.814,,如果她,review
unknown_5a7bc22e28b7,岁之前,ngram,34,17,0.814,,岁之前,review
unknown_40ec4577f821,虽然都,ngram,34,22,0.814,,虽然都,review
unknown_eeac2a1b65d0,过之后,ngram,34,19,0.814,,过之后,review
unknown_97e9cc3d12ef,郡之中,ngram,34,17,0.814,,郡之中,review
unknown_624a1f26a1be,关之后,ngram,33,14,0.813,,关之后,review
unknown_733d0ff1ce9f,半晌之后,ngram,33,13,0.813,,半晌之后,review
unknown_765bd54eee50,哪怕在,ngram,33,21,0.813,,哪怕在,review
unknown_56503ce5e7f2,如果你能,ngram,33,16,0.813,,如果你能,review
unknown_e98abf3eb88f,山顶之上,ngram,33,13,0.813,,山顶之上,review
unknown_c6589fa57ceb,晌之后,ngram,33,13,0.813,,晌之后,review
unknown_1eec4fa7a580,番之后,ngram,33,17,0.813,,番之后,review
unknown_de581e32bfae,神之中,ngram,33,14,0.813,,神之中,review
unknown_7207f2bb6a35,竟然真,ngram,33,11,0.813,surprise,竟然真,review
unknown_e37564d4ebc8,里竟然,ngram,33,12,0.813,surprise,里竟然,review
unknown_2a0efb35532e,鼎壁之上,ngram,33,12,0.813,,鼎壁之上,review
unknown_8a12c614fb9f,人来说,ngram,32,12,0.811,,人来说,review
unknown_10ad19765274,单来说,ngram,32,12,0.811,,单来说,review
unknown_4013ae74f586,只要他们,ngram,32,16,0.811,,只要他们,review
unknown_bf7d59ec55d0,城之前,ngram,32,17,0.811,,城之前,review
unknown_e51de6dce60c,如果那,ngram,32,16,0.811,,如果那,review
unknown_ccab43472667,对我来说,ngram,32,13,0.811,,对我来说,review
unknown_c745ba57e841,幕之中,ngram,32,12,0.811,,幕之中,review
unknown_40e6e515e553,战场之上,ngram,32,15,0.811,,战场之上,review
unknown_7dceea3550d9,月之后,ngram,32,11,0.811,,月之后,review
unknown_d27ff6e9f6bb,死之前,ngram,32,16,0.811,,死之前,review
unknown_33e48710c43e,甚至能,ngram,32,16,0.811,,甚至能,review
unknown_d3f2ee18acdc,简单来说,ngram,32,12,0.811,,简单来说,review
unknown_9f947b1ac897,虽然一,ngram,32,16,0.811,,虽然一,review
unknown_71c05e889078,虽然比,ngram,32,25,0.811,,虽然比,review
unknown_a2857ba46651,一下之后,ngram,31,13,0.809,,一下之后,review
unknown_4a36402d8628,三人之中,ngram,31,12,0.809,,三人之中,review
unknown_c8a5c52f2caa,久之前,ngram,31,15,0.809,,久之前,review
unknown_cde9ddd2c1e4,像之前,ngram,31,15,0.809,,像之前,review
unknown_9f5857836865,即使在,ngram,31,20,0.809,,即使在,review
unknown_e80e2153f5f9,如果不是有,ngram,31,15,0.809,,如果不是有,review
unknown_be015742e7f1,湖之中,ngram,31,14,0.809,,湖之中,review
unknown_11f38095b8d6,甚至连,ngram,31,19,0.809,,甚至连,review
unknown_987f63c19576,竟然连,ngram,31,15,0.809,surprise,竟然连,review
unknown_d6f88ef6ded3,虽然对,ngram,31,20,0.809,,虽然对,review
unknown_82bfce35845f,间竟然,ngram,31,18,0.809,surprise,间竟然,review
unknown_8095a367f6d9,即使如,ngram,30,21,0.807,,即使如,review
unknown_0a8735ae76cf,只要再,ngram,30,19,0.807,,只要再,review
unknown_5761e021e15d,在半空之中,ngram,30,12,0.807,,在半空之中,review
unknown_407d01a67313,地之内,ngram,30,11,0.807,,地之内,review
unknown_28e675168c29,想到竟然,ngram,30,12,0.807,surprise,想到竟然,review
unknown_639f6cf2ae8b,我竟然,ngram,30,8,0.807,surprise,我竟然,review
unknown_b6b62a895501,换句话说,ngram,30,15,0.807,definition,换句话说,review
unknown_3ce91e353378,殿之上,ngram,30,7,0.807,,殿之上,review
unknown_6ccc99840c36,理之中,ngram,30,11,0.807,,理之中,review
unknown_c8e618d818a3,甚至可以,ngram,30,15,0.807,,甚至可以,review
unknown_f8961d701c18,百年之后,ngram,30,14,0.807,,百年之后,review
unknown_7344a5f8e82a,竟然已,ngram,30,13,0.807,surprise,竟然已,review
unknown_4a9184f7591e,竟然已经,ngram,30,13,0.807,surprise,竟然已经,review
unknown_3c702f2c9fbb,群之中,ngram,30,12,0.807,,群之中,review
unknown_3fb86283306f,虽然只有,ngram,30,16,0.807,,虽然只有,review
unknown_81b3920b4beb,道之中,ngram,30,14,0.807,,道之中,review
unknown_40c58694d9cf,间之中,ngram,30,12,0.807,,间之中,review
unknown_a7b6c8061633,阵之中,ngram,30,12,0.807,,阵之中,review
unknown_6056469b6c1c,雾之中,ngram,30,17,0.807,,雾之中,review
unknown_844130b6ef40,上竟然,ngram,29,17,0.805,surprise,上竟然,review
unknown_8dccc75c8926,了一下之后,ngram,29,13,0.805,,了一下之后,review
unknown_73c5f78211ac,即使如此,ngram,29,20,0.805,,即使如此,review
unknown_757f9f4cef7d,只要自,ngram,29,20,0.805,,只要自,review
unknown_16cacd484bd1,头之后,ngram,29,13,0.805,,头之后,review
unknown_e6b7f1feff24,如果只是,ngram,29,16,0.805,,如果只是,review
unknown_fc53a36ecf4f,如果真的是,ngram,29,16,0.805,,如果真的是,review
unknown_2e60e2f2c5e9,完成之后,ngram,29,16,0.805,,完成之后,review
unknown_aa3e31dc78eb,影之中,ngram,29,12,0.805,,影之中,review
unknown_0c8990eb712e,没想到竟然,ngram,29,11,0.805,surprise,没想到竟然,review
unknown_e6e00191bb0b,照之前,ngram,29,13,0.805,,照之前,review
unknown_45823b0f22c1,甚至不,ngram,29,14,0.805,,甚至不,review
unknown_eac5353d4ee5,竟然如,ngram,29,15,0.805,surprise,竟然如,review
unknown_1464dd382b7f,虽然不能,ngram,29,20,0.805,,虽然不能,review
unknown_97231a700c44,虽然自己,ngram,29,23,0.805,,虽然自己,review
unknown_b1723434f2c0,道之前,ngram,29,18,0.805,,道之前,review
unknown_bb91d9c93ea7,道理来说,ngram,29,12,0.805,,道理来说,review
unknown_29a0eb4a71aa,那之后,ngram,29,16,0.805,,那之后,review
unknown_2433bf056b4e,除非他,ngram,29,15,0.805,,除非他,review
unknown_0881db445d6c,一旦出,ngram,28,18,0.803,,一旦出,review
unknown_8acc413aa039,一番之后,ngram,28,15,0.803,,一番之后,review
unknown_96863bb04f76,人之前,ngram,28,16,0.803,,人之前,review
unknown_d8a7fedfd76e,他们之前,ngram,28,14,0.803,,他们之前,review
unknown_7f76b26ea031,再之后,ngram,28,10,0.803,,再之后,review
unknown_b82930e25ec8,出来说,ngram,28,14,0.803,,出来说,review
unknown_39dee07cbe34,分钟之后,ngram,28,11,0.803,,分钟之后,review
unknown_d13c5464ed97,天之上,ngram,28,11,0.803,,天之上,review
unknown_37dfd92963c9,如果不是因,ngram,28,14,0.803,,如果不是因,review
unknown_e0ca2d4c635b,如果不是因为,ngram,28,14,0.803,,如果不是因为,review
unknown_a2510b90e098,如果遇,ngram,28,16,0.803,,如果遇,review
unknown_7efe109b5cdc,家族之中,ngram,28,14,0.803,,家族之中,review
unknown_20b7d184bf7f,峰之上,ngram,28,8,0.803,,峰之上,review
unknown_8621a54dc70b,息之后,ngram,28,13,0.803,,息之后,review
unknown_5b6725b9e795,按理来说,ngram,28,14,0.803,,按理来说,review
unknown_c0066150e6ea,斐之前,ngram,28,13,0.803,,斐之前,review
unknown_d372fe56e0aa,次之后,ngram,28,16,0.803,,次之后,review
unknown_ae6c3d0bbeff,点之后,ngram,28,12,0.803,,点之后,review
unknown_966be014f020,田之中,ngram,28,14,0.803,,田之中,review
unknown_098b7a274273,道难道,ngram,28,12,0.803,,道难道,review
unknown_3e50871c11c3,陈斐之前,ngram,28,13,0.803,,陈斐之前,review
unknown_089fb128d8ab,万里之内,ngram,27,12,0.8,,万里之内,review
unknown_3f2f8a77eb69,不久之前,ngram,27,13,0.8,,不久之前,review
unknown_08bdb1f8556d,人而已,ngram,27,15,0.8,,人而已,review
unknown_b30eadbd56e6,去之前,ngram,27,10,0.8,,去之前,review
unknown_b68f3c1c1d2b,城竟然,ngram,27,12,0.8,surprise,城竟然,review
unknown_4659bff99678,大厅之中,ngram,27,12,0.8,,大厅之中,review
unknown_ac8c277d7140,就罢了,ngram,27,11,0.8,,就罢了,review
unknown_bfed9b2c1303,己竟然,ngram,27,12,0.8,surprise,己竟然,review
unknown_1e0e83308588,按照之前,ngram,27,12,0.8,,按照之前,review
unknown_b77c14aa366c,按道理来说,ngram,27,12,0.8,,按道理来说,review
unknown_0769983d8ac9,气之中,ngram,27,13,0.8,,气之中,review
unknown_2f1801e2bf12,法之中,ngram,27,14,0.8,,法之中,review
unknown_5ef5f4f0bca0,洞府之中,ngram,27,11,0.8,,洞府之中,review
unknown_44edf881872e,眼神之中,ngram,27,13,0.8,,眼神之中,review
unknown_8329c671f6bf,竟然有这,ngram,27,12,0.8,surprise,竟然有这,review
